1001 	0.5590585302  
1002 	-0.6672097941  
1003 	0.2880081795  
1004 	0.7816136556  
1005 	-0.8261295474  
1006 	-0.2572777318  
1007 	-0.5210247461  
1008 	0.9313061343  
1009 	-0.2469648717  
1011 	-0.1759906924  
1012 	0.4287257525  
1014 	-0.2984335881  
1015 	-0.022518149  
1019 	0.2573990136  
1022 	0.7013452204  
1023 	-0.296111353  
1029 	-0.1556941398  
1031 	0.3621825788  
1032 	0.3794153864  
1034 	1.254621687  
1036 	0.1182925474  
1037 	-0.4776209478  
1038 	0.525286838  
1040 	0.1624658334  
1041 	0.2229981505  
1042 	-0.02113712062  
1043 	-0.5946538557  
1044 	-0.03808143856  
1045 	-0.05274604003  
1047 	-0.1311389321  
1048 	0.06384859722  
1049 	-0.628250776  
1050 	-0.0905289771  
1051 	0.4240431618  
1053 	-0.8681997007  
1056 	0.01552577107  
1060 	0.03617622931  
1061 	0.4172268825  
1063 	-0.2499870239  
1071 	-0.05909355073  
1072 	-0.3345075302  
1077 	-0.1274473285  
1078 	0.3238379581  
1080 	0.4627938595  
1081 	-0.4378022251  
1089 	0.3157686528  
1090 	-0.2359543358  
1091 	-0.3956751913  
1098 	0.5625538624  
1101 	-0.05059778409  
1102 	0.3505153282  
1105 	0.5437795652  
1106 	-0.02795479961  
1107 	-0.05297696598  
1113 	-0.410383908  
1114 	0.3370660867  
1115 	0.06497999785  
1116 	0.4923567849  
1117 	0.484439493  
1118 	0.6861400994  
1119 	0.3593213309  
1120 	-0.5355161668  
1124 	-0.03785422781  
1125 	0.7565714017  
1126 	-0.8435680891  
1127 	0.09027015907  
1128 	0.67772311  
1132 	0.1672474198  
1133 	-0.1753285405  
1134 	0.5757783705  
1135 	0.6387765686  
1136 	0.7880255201  
1137 	0.8455266791  
1138 	-0.3059421951  
1139 	0.07092858435  
1142 	0.02936520634  
1143 	0.4164897244  
1145 	-0.3309292828  
1146 	1.111459511  
1147 	0.6931050122  
1148 	-0.6247497376  
1150 	-0.4230321445  
1151 	0.04384684397  
1152 	-0.5390313509  
1153 	0.1989569675  
1154 	-0.4721286413  
1157 	0.7702377558  
1158 	-0.4758909483  
1159 	0.3305919861  
1160 	-0.4093372055  
1161 	-0.1565863413  
1162 	-0.6517645789  
1163 	-0.7302390856  
1166 	-0.1268192258  
1167 	0.7845358896  
1168 	-0.05548636196  
1171 	0.1331563821  
1173 	-1.068095684  
1175 	0.4556851268  
1176 	-0.1042998808  
1177 	0.2095917165  
1178 	0.6034673659  
1180 	0.3681971938  
1181 	-1.049499541  
1182 	-0.06534452516  
1183 	-0.05085612158  
1185 	0.8913117336  
1191 	-0.6098099677  
1192 	-0.8956201808  
1195 	0.1879902922  
1196 	-0.4293914237  
1197 	-0.1955287457  
1198 	0.9383358355  
1199 	-0.1106086049  
1200 	-0.311610694  
1201 	-0.2804767177  
1202 	-0.6322401309  
1203 	-0.2962536443  
1204 	0.5565372111  
1205 	1.127939558  
1207 	-0.4063039827  
1208 	-0.3964263162  
1212 	0.2067631854  
1215 	0.06992080758  
1216 	0.1633868835  
1218 	0.30926734  
1222 	0.4596516221  
1223 	0.902825719  
1226 	0.9780439545  
1228 	0.8390546569  
1232 	0.003236921223  
1233 	0.6431979034  
1237 	0.4637674861  
1239 	0.1733150429  
1240 	-0.9819622902  
1244 	0.08438300966  
1245 	-0.02121544141  
1246 	-0.1160637203  
1247 	0.3083266792  
1248 	0.05764902361  
1249 	-0.1058105576  
1250 	-0.209852589  
1252 	0.2284338673  
1253 	-0.2674081193  
1254 	0.3639348581  
1256 	0.09224590433  
1262 	-0.6664191389  
