Subject CSplusR_1_zstat1 CSplusR_2_zstat2 CSplusR_3_zstat3 CSplusR_4_zstat4 CSplusNR_1_zstat5 CSplusNR_2_zstat6 CSplusNR_3_zstat7 CSplusNR_4_zstat8
1001 	1.95732367  	-0.3718979415  	0.8359440062  	0.5297755101  	-0.1435668786  	0.8728100523  	-0.07207633032  	-0.3152517022  
1002 	-0.662531393  	-0.660041043  	0.9065289078  	-0.54744189  	-0.3406550755  	0.6453196621  	0.8313164948  	-0.8172996625  
1003 	-0.2822839195  	-1.915517466  	-3.110047775  	-1.605611143  	-1.673421073  	-1.071372378  	-2.932859995  	1.056664261  
1004 	0.08398414006  	0.3869351199  	-0.2860983553  	1.729372228  	-1.01803885  	-0.6184377299  	2.622892214  	2.099104623  
1005 	3.809807755  	0.5212384893  	1.231016933  	1.217994219  	1.816383859  	-0.9226624007  	2.331912139  	-0.7649271118  
1006 	-0.143648809  	1.773907321  	-0.3420227559  	-1.134459037  	1.291365346  	0.6517488474  	0.9782009207  	-0.8540079208  
1007 	0.09079611263  	0.4562607253  	0.1791130861  	-0.2266487773  	-0.1443887472  	0.3484815653  	0.8800960767  	0.4544901285  
1008 	0.1641403628  	0.9056898851  	1.968240686  	-0.6524674879  	1.004355655  	0.4848151583  	1.960333236  	-0.162549265  
1009 	0.604743865  	0.2604324365  	-0.05211447493  	0.8036539764  	-1.164205753  	-2.987840144  	-2.039912234  	-0.9388788981  
1011 	-0.355175268  	1.045786218  	0.6800705659  	-0.9478138793  	1.117824814  	1.131738281  	1.137236553  	-0.05423840065  
1012 	-1.447116783  	0.6419995281  	0.6252689645  	-0.9872820874  	-0.3264550328  	0.3363843172  	-0.04472424905  	-0.1487613413  
1014 	2.039713169  	-0.2477801157  	0.8668500516  	-2.415449721  	1.761031158  	1.460908671  	0.4117858424  	0.0009978274228  
1015 	1.362299628  	-2.113183244  	0.1137215473  	-0.4046959858  	1.164099831  	-1.187679621  	0.4835066316  	0.5074469612  
1019 	0.04294213723  	-1.177472045  	-0.2946747993  	0.07052233864  	-0.4843287443  	-1.358817151  	-1.232035375  	0.9102131157  
1022 	0.3089635947  	-1.191373585  	-1.371640935  	-0.2940834027  	-0.5060342  	-0.7285645321  	-1.867237228  	-0.02510986659  
1023 	-0.303222216  	-1.350921329  	-0.2424482593  	-0.5008669828  	0.2909570965  	-1.718030488  	0.541168118  	-1.553628105  
1029 	1.869685984  	-1.029615377  	-0.04214905175  	-2.583047398  	-0.2722695158  	1.64530904  	-0.7780301711  	-2.783321793  
1031 	1.06166179  	1.861916573  	2.648139515  	0.3377753014  	-0.7439899491  	0.9587916115  	1.429025366  	1.60070489  
1032 	2.058438584  	1.944579143  	1.887070589  	2.272559533  	1.171489927  	1.625334767  	1.929143807  	-1.125288353  
1034 	0.591552541  	0.08230517226  	0.8347885964  	0.0597498872  	0.6750528419  	-1.108006976  	0.416872595  	-0.02940959433  
1036 	1.221123137  	-0.3780712318  	0.6085477371  	-2.001335094  	1.463350075  	-1.179676682  	-1.081988503  	-0.9837340963  
1037 	0.5799356037  	0.252022841  	-1.599287962  	0.6511701954  	-2.286061246  	-0.9062018413  	0.5926296881  	0.6439839905  
1038 	1.23851422  	-2.001261202  	1.684303044  	-1.073912708  	1.065489095  	0.796864888  	-0.3615937878  	2.827036828  
1040 	1.661986114  	1.577699555  	0.05914018045  	1.16969567  	0.7723066932  	1.173261108  	0.4408141568  	0.5914129817  
1041 	-1.827971442  	-1.50543048  	-0.7782156624  	-0.04443153348  	0.03488393784  	-0.217204384  	-1.501383093  	0.8241573341  
1042 	-0.9663416343  	-2.105125413  	-0.9127917158  	1.384268407  	0.7292793855  	-0.7794506161  	-0.1390591767  	-0.7002763633  
1043 	1.030693383  	0.194358138  	1.375815578  	-0.3556459708  	-1.055473226  	-2.085389637  	0.1215269571  	1.484673766  
1044 	-0.9734315024  	0.2263382577  	-0.5637759901  	0.8756989373  	-1.213609166  	1.00643671  	2.648067517  	-0.149945196  
1045 	0.002245279995  	-0.9899022671  	1.216191362  	0.7563252062  	-0.8840302231  	2.145264763  	-0.09948839775  	0.2589740918  
1047 	1.035940081  	1.377516424  	0.4804773708  	-1.087891036  	1.802195985  	0.2110301505  	0.0585223737  	-1.094818664  
1048 	0.4260985914  	1.438640024  	-0.2865530783  	0.1996845462  	-0.9858313561  	-1.150772742  	-0.6629619618  	1.518651024  
1049 	3.174688325  	1.966597636  	0.1620790537  	-0.01876685092  	2.350643981  	1.396777267  	-0.00657907043  	-0.6914406779  
1050 	3.283634578  	2.000892922  	2.097714598  	0.09406212836  	0.5343417458  	2.003602168  	0.3320583529  	0.1436709827  
1051 	0.3756740759  	0.5311683407  	-0.2017658156  	0.2515811395  	0.4974967301  	1.27859418  	-0.5766540205  	1.574224988  
1053 	1.038123897  	-0.9064275504  	-1.484080383  	-0.7408299847  	0.8419314111  	-1.116497563  	-0.7714637315  	0.5570133645  
1056 	-0.5899292229  	-1.425043982  	0.2795372178  	-2.274880146  	-1.004845907  	0.3493028348  	-0.1715229171  	-0.4853706131  
1060 	0.5546319258  	0.06587017056  	-0.3685706551  	-0.135734514  	0.1449454299  	0.1688403761  	0.1395970511  	-0.09480577906  
1061 	-0.1606401175  	0.3237837824  	3.404777761  	-0.771900933  	0.2054402075  	-0.6360098387  	1.243159829  	0.8869590367  
